id,area,title,persona,journey,expected,entry_points,qa_status,bug_ids,fix_status,retest_status,fix_commits,evidence,last_report,overlaps,notes
ET-037,ET,Create tool approval,Operator/Agent,,"`POST /api/tools/:id/approvals {input,input_digest,scope}` returns approval token + expiry bound to tool-id+digest; scope-mismatch → token-mismatch error.",`POST /api/tools/:id/approvals` (privileged),pass,,,,,"`tools.go:75-125,448-484`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json",,,"story: As a caller I mint an approval token for a concrete tool invocation. || errors: None observed during isolated HTTP loopback QA. || Validated loopback HTTP approval creation for agh__tool_info, input_digest/expires_at response, scope mismatch 400 with approval_token_mismatch, evidence redaction, and daemon log search showing token absent under AGH_HOME/logs. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: Needs QA"
ET-038,ET,Invoke tool,Operator/Agent,,"`POST /api/tools/:id/invoke {input,approval_token,...}` returns `{status:""completed"",result,truncated,duration_ms}`; denied/approval-required mapped to stable error codes.",`POST /api/tools/:id/invoke` (privileged),pass,,,,,"`tools.go:127-176,486-571`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json",,,"story: As a caller I invoke a tool with optional approval token and get result+truncation+duration. || errors: No product error observed. Approval-required and result-too-large live paths were not configured for built-in operator-invoked tools in this QA daemon. || migrated-status: qa=Passed with config-limited coverage || Validated HTTP and CLI invoke success for agh__tool_info with completed status/result/duration, invalid input 400 tool_invalid_input, and unavailable invoke 422 tool_unavailable with dependency_missing. qa-mock-approver projection denied mutating tools via policy_denied rather than approval_required. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: Needs QA"
ET-039,ET,Session tool projection,Agent,,`GET /api/workspaces/:workspace_id/sessions/:session_id/tools` + `/tools/search` anchored to route scope; body workspace/session mismatch → 400.,session tool routes (HTTP+UDS),pass,,,,,"`tools.go:178-233,431-446`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json",,,"story: As an in-session agent I list/search only the tools callable in my session/workspace. || errors: None observed during isolated UDS and UDS-backed CLI QA. || Created qa-tools-et039-rerun acpmock session, validated route-anchored session tool list/search, workspace_id mismatch 400, session_id mismatch 400, scoped CLI list filters, and stopped the QA session in cleanup. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: Needs QA"
ET-040,ET,Toolsets with expansion diagnostics,Operator/Agent,,`GET /api/toolsets` + `/:id` expand to concrete tools; reason codes → `degraded` else `expanded`.,`GET /api/toolsets[/:id]`,pass,,,,,`tools.go:236-309`; qa/evidence/batch-020-tools/et035-et040.json; qa/evidence/batch-020-tools/et035-et040-summary.json,,,"story: As an operator I list named toolsets and see their expanded tool IDs + degraded status. || errors: No product error observed. No degraded built-in toolset existed in this daemon; all 21 built-in toolsets reported expanded. || migrated-status: qa=Passed with config-limited coverage || Validated HTTP and CLI toolset list/info, agh__bootstrap expanded tools, missing toolset 404, and invalid toolset ID 400. Degraded expansion branch requires a toolset with expansion reason_codes, absent in current built-in catalog. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: Needs QA"
ET-041,ET,Hook catalog,Operator/Agent,,`GET /api/hooks/catalog` returns observed hook entries; `?workspace=` resolves and scopes.,"`GET /api/hooks/catalog`, `agh__hooks_list/info`",pass,,,,,`internal/api/core/handlers.go:1432-1456`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json,,,"story: As an operator I list observed hooks, optionally filtered by workspace. || errors: None observed during isolated HTTP and UDS-backed CLI QA. || Validated HTTP hook catalog, workspace filter resolution, missing workspace 404, CLI hooks list/info, and native hook catalog entries. Config-backed declarations are restart-required and not expected in active catalog until daemon restart. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: Needs QA"
ET-042,ET,Hook events taxonomy,Operator/Agent,,`GET /api/hooks/events` returns ~70 typed events across session/sandbox/agent/tool/task/network/etc.,"`GET /api/hooks/events`, `agh__hooks_events`",pass,,,,,`handlers.go:1492-1507`; `internal/hooks/events.go:56-142`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json,,,"story: As an operator I enumerate the supported hook event taxonomy. || errors: None observed during isolated HTTP and UDS-backed CLI QA. || Validated 72 hook taxonomy events over HTTP, tool family sync-only CLI filter, tool.pre_call/tool.post_call/tool.post_error metadata, and invalid event filter 400. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: Needs QA"
ET-043,ET,Hook runs audit (per session),Operator/Agent,,`GET /api/workspaces/:workspace_id/hooks/runs?session=` requires session + workspace membership; missing session → 400.,"`GET /api/workspaces/:id/hooks/runs`, `agh__hooks_runs`",pass,,,,,`handlers.go:1458-1490`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json,,,"story: As an operator I review hook execution history for one session. || errors: None observed during isolated HTTP and UDS-backed CLI QA. || Created and stopped acpmock session sess-6379b5b32234ae29 to generate fresh hook runs; validated session.post_create/session.post_stop audit records, missing session 400, and CLI hooks runs. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: Needs QA"
ET-044,ET,Lifecycle hook enable/disable + declarations,Operator/Agent,,Hook toggle persists immediately (restart required to re-read declarations); `GET/PUT/DELETE /api/settings/hooks/:name` manage declarations; create/update/delete via `agh__hooks_create/update/delete/enable/disable`.,"`GET/PATCH /api/settings/hooks-extensions`, `PUT/DELETE /api/settings/hooks/:name`, web hooks section",pass,,,,,"`settings.go:176-205,292-313`; `hooks-extensions.tsx:273-388`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json",,MS-031,story: As an operator I toggle lifecycle hooks and manage config-backed hook declarations. || errors: No product error observed. Browser-only hooks UI controls remain untested because browser.mode=blocked. || migrated-status: qa=Passed API/native; web blocked || overlap: Canonical owner for hook declarations/toggles; overlaps MS-031. || Validated agh__hooks_create/update-equivalent HTTP PUT/delete plus native disable/enable/delete. Config-backed hook changes returned restart-required and QA hook qa-hooks-et044 was removed in cleanup. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: Needs QA
ET-045,ET,Extensions resource policy,Operator,,`PATCH /api/settings/hooks-extensions` persists policy (restart required); validates rate-limit numerics before save; disabled when HTTP off-loopback.,"`PATCH /api/settings/hooks-extensions`, web policy section",pass,,,pass,,`hooks-extensions.tsx:932-1101`; qa/evidence/batch-021-hooks-settings/et041-et045.json; qa/evidence/batch-021-hooks-settings/et041-et045-summary.json; qa/evidence/batch-021-hooks-settings/et045-retest.json; qa/evidence/batch-021-hooks-settings/et045-retest-summary.json,,,"story: As an operator I configure marketplace registry, allowed resource kinds, max scope, and snapshot/operator rate limits. || errors: No product error observed. Invalid test data confirmed registry and allowed_kinds validation before final retest; browser policy section remains untested because browser.mode=blocked. || migrated-status: qa=Passed API; web blocked | retest=Passed after retesting with valid registry enum github and extension resource kinds tool/mcp_server; initial config restored. || Validated PATCH validation for invalid rate-limit numerics, valid registry/allowed_kinds/max_scope/snapshot and operator rate limits, restart-required lifecycle, GET reflection, and restore. HTTP off-loopback disabled state was not reproducible in local loopback QA. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: Needs QA"
ET-046,ET,MCP server settings,Operator/Agent,,"`GET /api/settings/mcp-servers`, `PUT /api/settings/mcp-servers/:name`, `DELETE /api/settings/mcp-servers/:name`.","`GET/PUT/DELETE /api/settings/mcp-servers[/:name]`, `agh__mcp_status`",pass,BUG-0010,fixed,pass,,qa/evidence/batch-022-mcp-native-parity/et046-et051-summary.json; qa/evidence/batch-022-mcp-native-parity/bug010-retest-tool-info-mcp-poison.json; qa/issues/BUG-010.md,,MS-029,"story: As an operator I list, add/update, and delete MCP server config entries. || errors: BUG-010: invalid MCP stdio source previously poisoned the native tool registry with backend_unhealthy/tool_backend_failed; fixed and retested. || migrated-status: qa=Passed after BUG-010 fix | error=BUG-010 fixed | retest=Passed || overlap: Overlap: MCP settings from extensibility perspective; settings CRUD tracked by MS-029. || HTTP/UDS MCP server list, add/update, name-mismatch validation, delete, and cleanup passed. Native agh__mcp_status remains dispatchable while an invalid MCP source is configured after BUG-010. Web route exists at web/src/routes/_app/settings/mcp-servers.tsx but browser execution is blocked by lab browser.mode=blocked. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: QA complete"
ET-047,ET,MCP OAuth/PKCE login/logout/status,Operator/Agent,,"`BeginLogin` requires S256 PKCE, returns auth URL+state; `Exchange` completes via callback; `Status`/`Refresh`/`Logout` manage token. Agent surface: `agh__mcp_auth_login/logout/status`.",native `agh__mcp_auth_*` tools; UDS/CLI,pass,,,pass,,qa/evidence/batch-022-mcp-native-parity/et046-et051-summary.json; qa/evidence/batch-022-mcp-native-parity/et046-et051.json,,,story: As an operator/agent I authenticate to an OAuth-protected MCP server via PKCE and check/revoke status. || migrated-status: qa=Passed with corrected inventory | retest=Passed || CLI status/manual login/logout were exercised with a fake OAuth server. Manual login URL uses code_challenge_method=S256 and does not expose the verifier. Native registry intentionally exposes agh__mcp_auth_status only; login/logout are CLI-only repair actions per internal/daemon/native_mcp_auth_tools.go. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: QA complete with corrected inventory
ET-048,ET,Hosted-MCP bind/projection/call (agent bridge),Agent,,"UDS `/api/internal/hosted-mcp/{bind,projection,projection/stream,tools/call,release}` gated on peer identity; missing session/bind → stable errors (`hosted_mcp_session_required`, `hosted_mcp_bind_required`).",UDS internal hosted-mcp routes,pass,,,pass,,qa/evidence/batch-022-mcp-native-parity/et046-et051-summary.json; qa/evidence/batch-022-mcp-native-parity/et046-et051.json,,,"story: As an ACP agent I bind to a daemon-hosted MCP projection and call its tools through the daemon. || migrated-status: qa=Passed with route-limited coverage | retest=Passed || UDS hosted-MCP route absence/missing-session/missing-bind errors are stable and HTTP route absence returns 404. Full bind/projection/call requires a session-issued nonce and peer executable match, so this pass covers the reachable operator-negative contract rather than a live hosted projection. || src: docs/qa/_seeds/feature-stories/03_analysis_extensibility-tools.md || inventory: QA complete with route-limited coverage"
